customer_id,model,credit_score,income_k,region,profit_usd
C00663,Model_A,573,35.8,South,54.55
C00664,Model_A,521,71.2,West,42.75
C00665,Model_A,657,20.6,West,37.72
C00666,Model_A,635,30.2,West,-121.55
C00667,Model_A,621,25.7,South,160.81
C00668,Model_A,636,51.4,East,-147.71
C00669,Model_A,701,73.5,East,89.05
C00670,Model_A,695,10,South,15.63
C00671,Model_A,712,57.4,South,11.67
C00672,Model_A,628,88,East,-84.73
C00673,Model_A,618,37.1,South,2.72
C00674,Model_A,660,94.9,East,96.9
C00675,Model_A,624,81.6,North,-116.51
C00676,Model_A,665,41.4,West,225.82
C00677,Model_A,672,59.1,South,-158.6
C00678,Model_A,652,72.2,West,18.17
C00679,Model_A,571,14.8,South,50.66
C00680,Model_A,717,60.8,South,-236.2
C00681,Model_A,638,70,East,-115.42
C00682,Model_A,728,58.3,North,174.13
C00683,Model_A,679,65.4,East,273.41
C00684,Model_A,632,113.8,West,-16.48
C00685,Model_A,732,110.1,West,39.89
C00686,Model_A,637,73,North,71.27
C00687,Model_A,616,94.9,South,-49.33
C00688,Model_A,553,51.4,North,-94
C00689,Model_A,695,39.9,South,-147.82
C00690,Model_A,670,78.7,East,82.71
C00691,Model_A,674,33.6,South,-46.79
C00692,Model_A,633,10,South,43.7
C00693,Model_A,659,79.8,South,-118.83
C00694,Model_A,562,22.4,East,40.43
C00695,Model_A,597,30,East,-31.13
C00696,Model_A,651,40.3,East,120.03
C00697,Model_A,718,72.4,South,43.63
C00698,Model_A,659,58.6,North,133.06
C00699,Model_A,737,94.6,North,27.78
C00700,Model_A,658,96.4,East,-44.89
C00701,Model_A,751,62,South,-62.18
C00702,Model_A,640,41.9,South,115.38
C00703,Model_A,600,61.7,West,86.82
C00704,Model_A,623,56.7,East,-66.14
C00705,Model_A,659,92,West,6.87
C00706,Model_A,631,99.2,East,13.78
C00707,Model_A,636,67.8,East,176.7
C00708,Model_A,750,87.7,West,104.19
C00709,Model_A,719,10,East,-192.53
C00710,Model_A,752,54.5,North,22.43
C00711,Model_A,644,56.7,West,215.32
C00712,Model_A,608,57,East,23.42
C00713,Model_A,626,82.7,East,113.91
C00714,Model_A,642,20.2,North,-120.26
C00715,Model_A,610,115.5,East,6.43
C00716,Model_A,672,80.4,East,109.19
C00717,Model_A,704,71.3,North,161.02
C00718,Model_A,795,41.3,East,-101.07
C00719,Model_A,606,31.7,East,-155.1
C00720,Model_A,677,30.5,East,8.18
C00721,Model_A,672,11.8,North,69.69
C00722,Model_A,679,69.9,South,181.81
C00723,Model_A,617,50.1,South,-49.5
C00724,Model_A,713,46.1,South,-151.29
C00725,Model_A,682,48.9,South,14.65
C00726,Model_A,617,55.8,West,150.25
C00727,Model_A,672,86.7,East,-89.17
C00728,Model_A,552,90.4,North,6.07
C00729,Model_A,729,23.7,East,-64.12
C00730,Model_A,551,39.4,East,317
C00731,Model_A,735,90.2,West,216.14
C00732,Model_A,614,55.8,East,169.54
C00733,Model_A,640,10,West,-37.2
C00734,Model_A,613,61,South,-106.57
C00735,Model_A,639,57.5,South,263.76
C00736,Model_A,569,100.4,East,205.95
C00737,Model_A,748,104.4,South,5.11
C00738,Model_A,655,77,West,-31.39
C00739,Model_A,664,65,West,2.38
C00740,Model_A,702,30.9,South,99.31
C00741,Model_A,726,50.9,North,87.19
C00742,Model_A,712,18,East,77.96
C00743,Model_A,567,25.3,South,1.52
C00744,Model_A,689,49.7,West,-71.2
C00745,Model_A,700,69.6,West,153.33
C00746,Model_A,672,54,South,29.29
C00747,Model_A,584,53.4,South,226.17
C00748,Model_A,727,58.6,East,176.31
C00749,Model_A,693,30.4,West,47.81
C00750,Model_A,749,94.4,North,226.05
C00751,Model_A,660,58.9,South,14.54
C00752,Model_A,612,24.5,South,31.34
C00753,Model_A,746,28.1,East,-9.91
C00754,Model_A,610,89.9,North,-89.04
C00755,Model_A,663,50.4,West,73.54
C00756,Model_A,572,39.3,South,81.71
C00757,Model_A,670,70.8,East,204.14
C00758,Model_A,602,58.1,West,246.17
C00759,Model_A,586,89.7,South,95.58
C00760,Model_A,674,10,East,-147.2
C00761,Model_A,695,50,North,11.36
C00762,Model_A,716,72.2,West,71.88
C00763,Model_A,580,69.3,North,114.1
C00764,Model_A,630,71.3,North,-98.23
C00765,Model_A,613,33.4,North,2.5
C00766,Model_A,736,133.2,North,27.43
C00767,Model_A,702,52.7,North,-45.66
C00768,Model_A,636,88.9,South,222.35
C00769,Model_A,747,98.3,South,-97.82
C00770,Model_A,794,57.3,South,-248.21
C00771,Model_A,658,103.2,South,-271.31
C00772,Model_A,602,61,West,33.54
C00773,Model_A,707,63.2,North,104.25
C00774,Model_A,666,92.9,North,85.06
C00775,Model_A,699,36.3,East,-13.58
C00776,Model_A,657,34.2,East,70.74
C00777,Model_A,604,20.3,South,7.23
C00778,Model_A,733,41.1,West,56.98
C00779,Model_A,679,50.5,West,74.86
C00780,Model_A,746,141.2,South,-212.74
C00781,Model_A,708,12.6,East,40.03
C00782,Model_A,662,51.1,West,58.82
C00783,Model_A,576,35.5,West,182.22
C00784,Model_A,641,59.3,West,-125.28
C00785,Model_A,669,68.3,South,77.67
C00786,Model_A,709,58.2,West,-246.94
C00787,Model_A,668,57.3,North,195.78
C00788,Model_A,647,30.8,North,-153.53
C00789,Model_A,587,66.7,South,87.93
C00790,Model_A,674,104.9,West,-160.03
C00791,Model_A,662,101.4,South,80.39
C00792,Model_A,591,50.5,South,64.01
C00793,Model_A,596,48.8,South,98.27
C00794,Model_A,668,107.1,South,25.26
C00795,Model_A,618,117.1,South,117.52
C00796,Model_A,642,76,West,71.97
C00797,Model_A,633,61,West,-69.73
C00798,Model_A,622,79.7,South,52.32
C00799,Model_A,625,42.1,East,-38.99
C00800,Model_A,796,13.8,South,127.09
C00801,Model_A,784,44.8,North,-31.89
C00802,Model_A,682,47.7,East,204.68
C00803,Model_A,624,73,West,78.84
C00804,Model_A,555,23.7,East,6.24
C00805,Model_A,713,63.5,East,-191.6
C00806,Model_A,640,39.5,South,-91.68
C00807,Model_A,727,17.2,South,-143.58
C00808,Model_A,660,46,West,83.34
C00809,Model_A,600,89.2,South,60.57
C00810,Model_A,701,44.6,East,-75.15
C00811,Model_A,704,76.7,South,155.46
C00812,Model_A,684,49.6,North,168.35
C00813,Model_A,668,55.6,West,-119.19
C00814,Model_A,644,72.5,North,56.79
C00815,Model_A,639,106.7,North,-14.06
C00816,Model_A,689,84.8,West,-40.09
C00817,Model_A,697,79.8,North,-104.14
C00818,Model_A,691,72.5,North,73.66
C00819,Model_A,691,59.7,South,273.3
C00820,Model_A,725,68,North,146.8
C00821,Model_A,574,61.4,East,104.85
C00822,Model_A,672,105.2,South,-29.33
C00823,Model_A,581,53.1,North,-80.37
C00824,Model_A,664,68.4,West,174.31
C00825,Model_A,651,24.1,North,39.62
C00826,Model_A,677,10.5,North,153.44
C00827,Model_A,656,44.5,West,153.32
C00828,Model_A,665,47.9,East,70.17
C00829,Model_A,648,34.8,West,-29.14
C00830,Model_A,639,47.3,West,-30.76
C00831,Model_A,602,89,East,231.79
C00832,Model_A,662,10,West,272.41
C00833,Model_A,597,70.8,West,-33.52
C00834,Model_A,727,77.2,South,-69.31
C00835,Model_A,584,72,South,-20.27
C00836,Model_A,594,42.2,North,-17.06
C00837,Model_A,643,49.5,South,219.37
C00838,Model_A,701,53.6,West,245.95
C00839,Model_A,683,101.9,North,202.71
C00840,Model_A,687,65.8,North,61.04
C00841,Model_A,631,56.2,South,269.6
C00842,Model_A,790,71.5,West,-93.82
C00843,Model_A,744,49,South,8.62
C00844,Model_A,729,98.9,East,6.98
C00845,Model_A,661,86.2,North,163.58
C00846,Model_A,648,59.4,West,-27.36
C00847,Model_A,592,37.8,West,7.86
C00848,Model_A,605,27.3,South,191.59
C00849,Model_A,644,41.8,East,5.95
C00850,Model_A,672,56.2,South,-65.81
C00851,Model_A,743,20,West,47.82
C00852,Model_A,614,73.3,North,23.23
C00853,Model_A,682,21.6,North,107.66
C00854,Model_A,670,21.7,West,60.58
C00855,Model_A,662,71.2,East,4.46
C00856,Model_A,736,88.8,West,206.27
C00857,Model_A,788,52.2,East,152.67
C00858,Model_A,611,53.7,North,-116.3
C00859,Model_A,647,71.8,West,22.61
C00860,Model_A,635,50.8,North,94.05
C00861,Model_A,686,69.5,South,11.86
C00862,Model_A,634,71.6,North,224.1
C00863,Model_A,604,58.9,South,31.75
C00864,Model_A,676,80.6,South,43.07
C00865,Model_A,562,27.2,South,-72.63
C00866,Model_A,588,58.4,West,-118.33
C00867,Model_A,588,61.6,North,-94.43
C00868,Model_A,647,22.6,South,302.65
C00869,Model_A,638,25.9,South,29.14
C00870,Model_A,613,77.4,East,133.42
C00871,Model_A,722,53.1,East,13
C00872,Model_A,748,65.2,West,161.66
C00873,Model_A,705,42.4,East,212.4
C00874,Model_A,617,62.5,East,-77.36
C00875,Model_A,712,83,West,232.09
C00876,Model_A,662,37,West,143.8
C00877,Model_A,706,19.6,West,79.77
C00878,Model_A,713,63.1,North,196.58
C00879,Model_A,642,84.9,North,-5.29
C00880,Model_A,679,36.7,West,233.96
C00881,Model_A,722,28.8,South,-131.98
C00882,Model_A,615,51.6,South,84.28
C00883,Model_A,631,41,East,-131.35
C00884,Model_A,652,91.7,South,-189.05
C00885,Model_A,737,69.8,South,217.49
C00886,Model_A,721,67,East,-91.96
C00887,Model_A,638,99,West,84.24
C00888,Model_A,723,51.9,East,-29.5
C00889,Model_A,751,87.9,West,78.25
C00890,Model_A,727,53.8,South,102.08
C00891,Model_A,783,21.2,East,-80.4
C00892,Model_A,663,96.8,East,-73.68
C00893,Model_A,486,22.2,West,-65.99
C00894,Model_A,683,87.9,North,50.54
C00895,Model_A,665,97.3,West,124.59
C00896,Model_A,779,65.9,South,34.93
C00897,Model_A,620,88.6,East,-128.24
C00898,Model_A,684,69.4,West,-61.5
C00899,Model_A,766,48.3,South,7.47
C00900,Model_A,689,88.1,East,6.16
C00901,Model_A,683,119,East,248.96
C00902,Model_A,624,59.4,South,257.01
C00903,Model_A,695,98.5,West,83.52
C00904,Model_A,576,46.9,West,113.45
C00905,Model_A,729,59.1,East,222.41
C00906,Model_A,597,31.1,West,-168.55
C00907,Model_A,625,39.8,West,-91.22
C00908,Model_A,649,68.3,South,238.18
C00909,Model_A,686,95.2,South,158.47
C00910,Model_A,714,61.7,North,-32.45
C00911,Model_A,701,90.1,North,227.69
C00912,Model_A,689,35.7,East,167.94
C00913,Model_A,656,72.1,South,107.2
C00914,Model_A,760,114.3,West,69.29
C00915,Model_A,720,74.5,North,150.72
C00916,Model_A,737,52.5,East,39.72
C00917,Model_A,675,67.5,West,-44.74
C00918,Model_A,698,47.6,South,9.21
C00919,Model_A,712,37.5,North,175.12
C00920,Model_A,474,40.7,East,-253.1
C00921,Model_A,689,77.4,South,168.05
C00922,Model_A,664,26.8,South,10.59
C00923,Model_A,626,94.2,West,120.38
C00924,Model_A,610,57.6,West,31.06
C00925,Model_A,661,56.1,North,33.8
C00926,Model_A,696,10,East,52.83
C00927,Model_A,699,17.7,East,131.63
C00928,Model_A,691,50.1,South,144.97
C00929,Model_A,662,67.1,North,-101.31
C00930,Model_A,596,80.2,East,162.46
C00931,Model_A,723,82.1,East,178.97
C00932,Model_A,639,51.3,North,162.78
C00933,Model_A,640,24.1,East,123.86
C00934,Model_A,649,97.2,East,156.6
C00935,Model_A,731,48.6,West,-27.66
C00936,Model_A,793,89.9,West,-254.53
C00937,Model_A,622,47.2,North,-227.91
C00938,Model_A,654,56.5,North,45.61
C00939,Model_A,717,63.7,South,46.6
C00940,Model_A,639,83.4,South,-37.73
C00941,Model_A,690,58.3,South,213.5
C00942,Model_A,705,24,East,77.35
C00943,Model_A,772,44.9,North,-0.11
C00944,Model_A,702,62.8,West,107.09
C00945,Model_A,650,41.3,South,73.17
C00946,Model_A,566,51.9,North,191.47
C00947,Model_A,730,76,North,-87.04
C00948,Model_A,671,52.4,North,-94.86
C00949,Model_A,635,42.3,East,365.9
C00950,Model_A,636,85.7,West,-175.81
C00951,Model_A,723,51.7,South,-89.66
C00952,Model_A,632,46.7,West,-113.6
C00953,Model_A,749,72,South,-89.14
C00954,Model_A,656,65.3,West,3.42
C00955,Model_A,595,16.4,East,-92.81
C00956,Model_A,614,59.7,South,-64.26
C00957,Model_A,719,87.1,West,115.34
C00958,Model_A,576,54.2,South,91.43
C00959,Model_A,683,102.1,West,95.45
C00960,Model_A,655,24.8,East,84.33
C00961,Model_A,704,44.6,North,36.79
C00962,Model_A,698,44.5,East,-1.91
C00963,Model_A,736,58.1,South,180.9
C00964,Model_A,636,84.8,North,-23.67
C00965,Model_A,631,17.4,South,66.16
C00966,Model_A,584,28.2,East,71.13
C00967,Model_A,516,35.2,West,82.6
C00968,Model_A,706,10,South,-3.26
C00969,Model_A,633,46.2,South,133.9
C00970,Model_A,696,50.4,East,58.34
C00971,Model_A,736,49.6,North,122.62
C00972,Model_A,628,10,North,220.07
C00973,Model_A,718,50.2,East,43.31
C00974,Model_A,764,60.2,North,142.39
C00975,Model_A,613,59.1,West,207.26
C00976,Model_A,642,62.9,East,5.97
C00977,Model_A,629,67.8,West,104.71
C00978,Model_A,585,17.7,South,23.88
C00979,Model_A,708,71.6,West,48.37
C00980,Model_A,673,75.7,East,239.77
C00981,Model_A,611,54.7,East,-296.51
C00982,Model_A,636,35.8,East,160.28
C00983,Model_A,609,10,East,-67.63
C00984,Model_A,566,60.2,West,-21.13
C00985,Model_A,755,60.1,North,179.89
C00986,Model_A,700,76.5,East,10.78
C00987,Model_A,738,91.3,West,-247.81
C00988,Model_A,591,50.8,North,-82.19
C00989,Model_A,714,65.4,North,136.12
C00990,Model_A,712,31.6,North,-83.58
C00991,Model_A,672,60.6,South,36.74
C00992,Model_A,665,72.1,West,-34.55
C00993,Model_A,566,72.7,South,17.95
C00994,Model_A,746,40.8,South,105.78
C00995,Model_A,629,80.1,South,-90.03
C00996,Model_A,660,94.7,East,5.53
C00997,Model_A,658,71,East,163.72
C00998,Model_A,615,64.2,West,-215.73
C00999,Model_A,694,69.9,North,-45.73
C01000,Model_A,569,44.8,West,290.66
C01001,Model_B,668,51.6,West,79.55
C01002,Model_B,563,51.8,West,113.63
C01003,Model_B,647,28.4,South,87.03
C01004,Model_B,556,44.6,South,48.44
C01005,Model_B,515,55.7,South,142.65
C01006,Model_B,690,64.8,South,-54.13
C01007,Model_B,592,56.6,West,96.54
C01008,Model_B,649,53.8,South,7.91
C01009,Model_B,562,99.9,East,-250.89
C01010,Model_B,555,99.1,North,405.52
C01011,Model_B,638,35.9,South,41.18
C01012,Model_B,567,49.4,East,-199.76
C01013,Model_B,618,24.5,North,28.78
C01014,Model_B,636,77,North,52.04
C01015,Model_B,596,39,West,0.72
C01016,Model_B,654,64,South,-99.45
C01017,Model_B,754,97.9,North,167.34
C01018,Model_B,677,65.7,East,-30.63
C01019,Model_B,721,26.9,North,138.73
C01020,Model_B,612,58.5,East,70.45
C01021,Model_B,783,98.8,North,311.47
C01022,Model_B,653,68.4,East,172.34
C01023,Model_B,714,24.7,East,-142.62
C01024,Model_B,673,54.4,North,22.89
C01025,Model_B,713,58.3,South,84.74
C01026,Model_B,649,63.4,North,15.75
C01027,Model_B,636,33.3,North,193.71
C01028,Model_B,720,32.6,South,142.78
C01029,Model_B,720,111,East,110.19
C01030,Model_B,720,21.5,South,85.89
C01031,Model_B,742,77.4,West,-89.93
C01032,Model_B,608,97,North,-173.9
C01033,Model_B,701,65.2,East,35.24
C01034,Model_B,702,25,South,86.58
C01035,Model_B,752,91.9,North,220.59
C01036,Model_B,682,65.2,North,71.6
C01037,Model_B,826,81.5,North,5.64
C01038,Model_B,655,119.4,East,49.28
C01039,Model_B,606,41.7,East,153.76
C01040,Model_B,640,56.9,South,-114.65
C01041,Model_B,605,10,South,-190.46
C01042,Model_B,626,54,East,-44.22
C01043,Model_B,700,80.7,South,119.45
C01044,Model_B,637,74.3,South,206.81
C01045,Model_B,634,66.5,East,-91.06
C01046,Model_B,534,57.7,East,225.69
C01047,Model_B,641,63.5,West,-130.68
C01048,Model_B,779,104.5,West,-136.91
C01049,Model_B,640,36.9,South,46.64
C01050,Model_B,743,33.5,South,134.86
C01051,Model_B,715,82.3,East,-86.06
C01052,Model_B,588,74.2,East,105.22
C01053,Model_B,705,86.8,North,33.06
C01054,Model_B,627,62,North,55.8
C01055,Model_B,647,68,West,93.14
C01056,Model_B,648,32.6,East,85.64
C01057,Model_B,711,76.1,South,-71.77
C01058,Model_B,608,91.6,South,-7.44
C01059,Model_B,705,93.8,South,25.97
C01060,Model_B,700,61.7,South,81.51
C01061,Model_B,636,104.3,South,110.89
C01062,Model_B,668,66.9,West,230.89
C01063,Model_B,662,42,East,150.62
C01064,Model_B,662,45.7,South,-45.35
C01065,Model_B,647,80.1,West,-26.89
C01066,Model_B,746,80.3,East,223.99
C01067,Model_B,479,58.4,South,-33.99
C01068,Model_B,745,45.4,West,90.09
C01069,Model_B,644,111.9,North,-71.42
C01070,Model_B,706,98.4,North,113.97
C01071,Model_B,679,46.3,North,48.53
C01072,Model_B,662,63.1,East,72.13
C01073,Model_B,679,86,East,127.38
C01074,Model_B,707,62.4,South,40.84
C01075,Model_B,656,88.8,East,-164.47
C01076,Model_B,675,62,South,199.41
C01077,Model_B,685,79.4,West,134.21
C01078,Model_B,713,44.7,West,56.7
C01079,Model_B,632,17.6,West,-19.21
C01080,Model_B,823,33.8,West,338.44
C01081,Model_B,633,87.7,South,-222.79
C01082,Model_B,735,48.5,West,175.45
C01083,Model_B,636,77.7,West,150.59
C01084,Model_B,616,99,West,-4.27
C01085,Model_B,658,49.3,North,98.21
C01086,Model_B,656,55,South,26.79
C01087,Model_B,658,47.9,East,62.3
C01088,Model_B,657,77,East,-136.57
C01089,Model_B,720,69.3,South,76.22
C01090,Model_B,583,48.8,North,67.5
C01091,Model_B,706,77.5,West,134.57
C01092,Model_B,739,102.1,South,32.18
C01093,Model_B,620,85,East,102.24
C01094,Model_B,848,88.1,North,-156.46
C01095,Model_B,712,85.3,North,-107.55
C01096,Model_B,665,79.4,West,228.76
C01097,Model_B,594,142.6,South,261.93
C01098,Model_B,712,61.6,North,105.87
C01099,Model_B,684,14.1,West,-189.3
C01100,Model_B,782,30.2,East,-61.44
C01101,Model_B,833,57.7,East,26.93
C01102,Model_B,729,40.8,North,106.27
C01103,Model_B,598,64.8,North,259.8
C01104,Model_B,607,35.4,West,186.86
C01105,Model_B,777,47.1,West,139.02
C01106,Model_B,669,45.2,North,-42.06
C01107,Model_B,691,68.6,North,-29.95
C01108,Model_B,659,70.6,South,155.83
C01109,Model_B,592,33.9,North,113.22
C01110,Model_B,617,104,North,81.05
C01111,Model_B,639,88.5,East,73.69
C01112,Model_B,604,38.2,South,-29.68
C01113,Model_B,652,33.2,East,55.67
C01114,Model_B,768,41.4,West,118.41
C01115,Model_B,581,43,South,7.75
C01116,Model_B,560,89.7,East,183.76
C01117,Model_B,714,68.4,East,127.73
C01118,Model_B,810,51,North,118.81
C01119,Model_B,661,108.4,North,36.14
C01120,Model_B,628,10,West,308.39
C01121,Model_B,830,29.9,South,-41.16
C01122,Model_B,706,43,South,-33.76
C01123,Model_B,636,78.2,East,-62.98
C01124,Model_B,549,51.9,South,37.35
C01125,Model_B,617,62.8,North,48.12
C01126,Model_B,656,48.2,East,-17.43
C01127,Model_B,677,75.6,South,187.78
C01128,Model_B,674,82.8,East,100.4
C01129,Model_B,689,10,West,13.63
C01130,Model_B,574,48.9,North,177.57
C01131,Model_B,601,82.4,West,224.54
C01132,Model_B,551,36.9,East,-82.44
C01133,Model_B,557,73.1,East,355.15
C01134,Model_B,626,75.8,South,57
C01135,Model_B,629,45.8,West,215.16
C01136,Model_B,643,73.7,West,-137.77
C01137,Model_B,741,68.4,West,-124.53
C01138,Model_B,614,42.4,West,-5.63
C01139,Model_B,567,10,North,-6.32
C01140,Model_B,588,21.5,East,53.56
C01141,Model_B,589,63,North,196.35
C01142,Model_B,708,27.3,East,57.88
C01143,Model_B,685,87.7,West,92.44
C01144,Model_B,598,63.1,East,202.21
C01145,Model_B,704,10,East,94.13
C01146,Model_B,654,75.4,East,-165.03
C01147,Model_B,677,53.8,West,-11.03
C01148,Model_B,609,69.2,West,150.77
C01149,Model_B,651,46.8,South,102.48
C01150,Model_B,760,47.6,West,-199.21
C01151,Model_B,606,14.9,North,-102.99
C01152,Model_B,684,41,East,-4.95
C01153,Model_B,566,17.2,East,-81.64
C01154,Model_B,599,76.6,West,127.57
C01155,Model_B,663,45.1,North,230.44
C01156,Model_B,642,82.8,South,96.43
C01157,Model_B,751,65.6,East,123.01
C01158,Model_B,708,54.9,West,-95.52
C01159,Model_B,612,59.9,North,159.35
C01160,Model_B,750,38,West,19.33
C01161,Model_B,725,39.4,North,-23.62
C01162,Model_B,671,82,South,99.13
C01163,Model_B,744,54.5,South,244.57
C01164,Model_B,546,66.9,North,69.86
C01165,Model_B,709,62.9,West,-131.69
C01166,Model_B,651,63.9,South,0.15
C01167,Model_B,650,54.6,South,195.06
C01168,Model_B,690,10,East,83.7
C01169,Model_B,572,11.8,North,-129.39
C01170,Model_B,681,67.7,East,-182.86
C01171,Model_B,766,11.1,West,-233.52
C01172,Model_B,664,47.4,West,205.83
C01173,Model_B,715,61.6,North,140.47
C01174,Model_B,652,10,West,-233.81
C01175,Model_B,620,77.8,East,-174.64
C01176,Model_B,667,96.1,South,50.74
C01177,Model_B,632,94.3,East,-46.46
C01178,Model_B,598,35.9,East,21.98
C01179,Model_B,612,14.9,West,124.08
C01180,Model_B,637,49.3,South,72.54
C01181,Model_B,638,83.6,East,144.63
C01182,Model_B,687,52.6,South,44.33
C01183,Model_B,718,54.8,West,49.41
C01184,Model_B,720,78.9,West,35.65
C01185,Model_B,608,63,North,-74.46
C01186,Model_B,684,54.9,West,-15.92
C01187,Model_B,613,44.3,East,175.36
C01188,Model_B,688,32.9,South,159.41
C01189,Model_B,726,72.2,South,-58.82
C01190,Model_B,736,108.3,South,61.25
C01191,Model_B,699,76.7,South,52.1
C01192,Model_B,671,26.3,East,153.98
C01193,Model_B,680,41.4,West,73.99
C01194,Model_B,483,81.4,South,44.05
C01195,Model_B,732,73,West,110.25
C01196,Model_B,684,62.8,North,-96.49
C01197,Model_B,661,44.8,West,20.5
C01198,Model_B,625,58.2,North,1.22
C01199,Model_B,561,55.3,North,71.83
C01200,Model_B,708,105.2,North,75.87
C01201,Model_B,574,85.5,East,10.73
C01202,Model_B,626,68.5,North,16.89
C01203,Model_B,614,17.6,North,-85.37
C01204,Model_B,622,37,West,-28.59
C01205,Model_B,682,67.8,West,-146.75
C01206,Model_B,594,72.4,North,33.19
C01207,Model_B,604,58.9,North,45.87
C01208,Model_B,601,71.2,West,405.55
C01209,Model_B,721,68.9,East,312.8
C01210,Model_B,670,71.5,North,-94.07
C01211,Model_B,581,85.4,North,209.52
C01212,Model_B,745,129.3,South,41.09
C01213,Model_B,785,43.4,South,115.41
C01214,Model_B,607,84,West,-27.77
C01215,Model_B,664,97.7,West,23.22
C01216,Model_B,773,86.8,South,14.66
C01217,Model_B,659,17.5,North,256.8
C01218,Model_B,735,31.4,West,-56.69
C01219,Model_B,676,34.4,West,-288.3
C01220,Model_B,680,97.1,North,293.46
C01221,Model_B,606,57,East,-43.45
C01222,Model_B,670,14.2,West,-20.04
C01223,Model_B,683,82.1,East,278.65
C01224,Model_B,578,86.7,East,150.71
C01225,Model_B,726,24.9,East,-52.98
C01226,Model_B,645,77.6,South,129.58
C01227,Model_B,597,65.2,South,42.12
C01228,Model_B,667,82.8,West,154.41
C01229,Model_B,639,76.7,West,83.55
C01230,Model_B,641,100.7,North,219.93
C01231,Model_B,551,81.2,East,-163.83
C01232,Model_B,723,70.3,North,231.55
C01233,Model_B,671,77.3,North,38.54
C01234,Model_B,652,59.6,South,74.92
C01235,Model_B,694,45.6,North,-253.21
C01236,Model_B,601,91,South,7.81
C01237,Model_B,614,81,West,83.78
C01238,Model_B,633,42.2,North,-72.22
C01239,Model_B,667,37,South,86.19
C01240,Model_B,680,54.8,North,-59.7
C01241,Model_B,628,61.9,North,-253.8
C01242,Model_B,644,37.3,South,104.92
C01243,Model_B,655,67.3,West,198.79
C01244,Model_B,688,21,West,18.52
C01245,Model_B,745,56.3,North,-85.69
C01246,Model_B,753,20,North,91.56
C01247,Model_B,572,39.4,East,-27.01
C01248,Model_B,664,66.6,North,65.95
C01249,Model_B,597,16.6,West,-100.59
C01250,Model_B,638,41,South,16.88
C01251,Model_B,796,83.6,West,250.09
C01252,Model_B,645,10,South,-60.25
C01253,Model_B,713,35.5,East,87.57
C01254,Model_B,672,56,West,-51.3
C01255,Model_B,732,37.8,South,-10.73
C01256,Model_B,663,57.6,West,159.23
C01257,Model_B,517,45.4,West,-174.73
C01258,Model_B,668,82.9,North,109.34
C01259,Model_B,686,29.4,West,-302.22
C01260,Model_B,690,61.4,South,203.22
C01261,Model_B,659,69.6,South,190.8
C01262,Model_B,682,71.1,North,244.03
C01263,Model_B,686,102,South,130.46
C01264,Model_B,803,10.9,East,-149.03
C01265,Model_B,569,82.9,West,74.98
C01266,Model_B,658,61,South,-150.03
C01267,Model_B,600,74.7,West,42.39
C01268,Model_B,739,73.9,North,-115.79
C01269,Model_B,748,96.3,South,-48.63
C01270,Model_B,559,99.6,West,26.23
C01271,Model_B,762,106.6,East,50.88
C01272,Model_B,664,33.1,North,-34.06
C01273,Model_B,674,51.3,South,50.85
C01274,Model_B,710,51,North,-101.06
C01275,Model_B,688,65.2,South,139.31
C01276,Model_B,695,66.6,North,58.78
C01277,Model_B,519,31.1,South,-1.62
C01278,Model_B,550,29.9,West,120.16
C01279,Model_B,677,98,North,-49.35
C01280,Model_B,744,60.8,East,-77.62
C01281,Model_B,662,17.1,North,139.66
C01282,Model_B,719,70.2,North,31.57
C01283,Model_B,603,57,West,58.14
C01284,Model_B,707,65.7,West,-159.59
C01285,Model_B,680,84.6,West,245.06
C01286,Model_B,763,38.6,North,170.04
C01287,Model_B,622,63.8,East,65.99
C01288,Model_B,706,54.6,East,128.15
C01289,Model_B,651,67.7,East,59.81
C01290,Model_B,753,35.6,South,-202.73
C01291,Model_B,631,42.2,West,-15.31
C01292,Model_B,721,42.9,North,128.93
C01293,Model_B,684,63.3,East,4.87
C01294,Model_B,617,39.9,North,89.27
C01295,Model_B,675,27.8,West,-132.43
C01296,Model_B,723,42.4,East,126.6
C01297,Model_B,741,99.1,South,304.88
C01298,Model_B,612,85.7,East,-10.4
C01299,Model_B,590,48.3,North,141.94
C01300,Model_B,643,92.8,North,56.35
C01301,Model_B,647,20.6,East,243.31
C01302,Model_B,698,58.2,South,145.31
C01303,Model_B,667,34.2,North,4.91
C01304,Model_B,636,38.7,East,48.03
C01305,Model_B,735,73.2,North,20.32
C01306,Model_B,657,98.1,North,46.75
C01307,Model_B,709,14.5,South,84.65
C01308,Model_B,723,51.3,South,82.89
C01309,Model_B,651,71.6,South,-238.3
C01310,Model_B,672,54.5,North,48.88
C01311,Model_B,657,73.2,East,213.35
C01312,Model_B,500,83.5,West,282.44
C01313,Model_B,643,66.1,North,-173.65
C01314,Model_B,666,88.4,South,159.66
C01315,Model_B,687,13.4,West,221.41
C01316,Model_B,685,42.6,East,63.31
C01317,Model_B,721,66.7,North,116.13
C01318,Model_B,676,67.7,East,190.51
C01319,Model_B,543,44.2,South,-34.56
C01320,Model_B,635,53.2,West,-223.84
C01321,Model_B,581,52,North,150.65
C01322,Model_B,611,68.9,North,344.22
C01323,Model_B,761,78.4,West,-20.06
C01324,Model_B,667,63.5,North,352.45
C01325,Model_B,540,71.5,South,-89.88
C01326,Model_B,636,64.1,South,70.88
